numero_local,region,provincia,distrito,lat,lng,clasificacion_oficial_urbano_rural,fuente_clasificacion_oficial,codigo_casco_urbano_inei,distrito_casco_urbano_inei,descripcion_casco_urbano_inei,distancia_borde_casco_urbano_m,profundidad_relativa_casco_urbano,subclasificacion_urbana_oficial
50176,LIMA,CAJATAMBO,COPA,-10.358843,-77.000608,urbano,INEI casco urbano WFS,150302,COPA,CASCO URBANO,71.47,0.1955,urbano_periferico
50177,LIMA,CAJATAMBO,GORGOR,-10.608757,-76.970925,rural,Fuera de casco urbano INEI,,,,,,
50178,LIMA,HUARAL,HUARAL,-11.424693,-77.26074,urbano,INEI casco urbano WFS,150601,HUARAL,CASCO URBANO,115.17,0.0489,urbano_periferico
50179,LIMA,HUAROCHIRI,SAN ANTONIO,-12.002778,-76.986846,urbano,INEI casco urbano WFS,150132,SAN JUAN DE LURIGANCHO,CASCO URBANO,274.31,0.052,urbano_periferico
50180,LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,-12.257521,-76.475145,urbano,INEI casco urbano WFS,150731,SANTO DOMINGO DE LOS OLLEROS,CASCO URBANO,61.5,0.2503,urbano_periferico
50181,LIMA,OYON,COCHAMARCA,-10.847146,-77.091563,rural,Fuera de casco urbano INEI,,,,,,
50182,LIMA,YAUYOS,CATAHUASI,-12.779649,-75.919112,urbano,INEI casco urbano WFS,151008,CATAHUASI,CASCO URBANO,71.49,0.2943,urbano_periferico
50183,LORETO,ALTO AMAZONAS,YURIMAGUAS,-5.893996,-76.230332,urbano,INEI casco urbano WFS,160201,YURIMAGUAS,CASCO URBANO,263.56,0.1228,urbano_periferico
50184,LORETO,ALTO AMAZONAS,YURIMAGUAS,-6.107622,-76.269665,urbano,INEI casco urbano WFS,160201,YURIMAGUAS,CASCO URBANO,139.83,0.0651,urbano_periferico
50185,LORETO,ALTO AMAZONAS,YURIMAGUAS,-5.724913,-76.010714,rural,Fuera de casco urbano INEI,,,,,,
50186,LORETO,ALTO AMAZONAS,YURIMAGUAS,-5.9041,-76.1031,urbano,INEI casco urbano WFS,160201,YURIMAGUAS,CASCO URBANO,339.63,0.1582,urbano_central
50187,LORETO,DATEM DEL MARAÑON,ANDOAS,-3.333941,-76.571198,rural,Fuera de casco urbano INEI,,,,,,
50188,LORETO,DATEM DEL MARAÑON,ANDOAS,-3.201671,-77.06558,rural,Fuera de casco urbano INEI,,,,,,
50189,LORETO,DATEM DEL MARAÑON,ANDOAS,-3.6307,-76.6484,rural,Fuera de casco urbano INEI,,,,,,
50190,LORETO,DATEM DEL MARAÑON,MORONA,-2.924294,-77.259846,rural,Fuera de casco urbano INEI,,,,,,
50191,LORETO,LORETO,NAUTA,-4.46658,-74.0853,rural,Fuera de casco urbano INEI,,,,,,
50192,LORETO,LORETO,NAUTA,-4.510661,-73.9088,urbano,INEI casco urbano WFS,160301,NAUTA,CASCO URBANO,162.02,0.1163,urbano_periferico
50193,LORETO,LORETO,TIGRE,-4.026493,-74.368321,rural,Fuera de casco urbano INEI,,,,,,
50194,LORETO,LORETO,TIGRE,-4.114698,-74.412836,rural,Fuera de casco urbano INEI,,,,,,
50195,LORETO,LORETO,TIGRE,-3.681938,-74.744705,rural,Fuera de casco urbano INEI,,,,,,
50196,LORETO,MAYNAS,FERNANDO LORES,-3.857951,-73.153603,rural,Fuera de casco urbano INEI,,,,,,
50197,LORETO,MAYNAS,INDIANA,-3.504461,-72.830457,rural,Fuera de casco urbano INEI,,,,,,
50198,LORETO,UCAYALI,CONTAMANA,-7.219408,-75.102714,rural,Fuera de casco urbano INEI,,,,,,
50200,LORETO,UCAYALI,PADRE MARQUEZ,-7.762694,-75.010141,rural,Fuera de casco urbano INEI,,,,,,
50201,LORETO,UCAYALI,SARAYACU,-6.163444,-75.167425,rural,Fuera de casco urbano INEI,,,,,,
50202,MADRE DE DIOS,MANU,MADRE DE DIOS,-12.618095,-70.394255,urbano,INEI casco urbano WFS,170203,MADRE DE DIOS,CASCO URBANO,137.66,0.265,urbano_central
50203,MADRE DE DIOS,MANU,MADRE DE DIOS,-12.790478,-70.521496,rural,Fuera de casco urbano INEI,,,,,,
50204,MADRE DE DIOS,TAMBOPATA,INAMBARI,-12.925398,-70.305914,rural,Fuera de casco urbano INEI,,,,,,
50205,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,-12.58772,-69.17018,urbano,INEI casco urbano WFS,170103,LAS PIEDRAS,CASCO URBANO,482.96,0.2929,urbano_central
50206,PIURA,HUANCABAMBA,HUANCABAMBA,-5.136256,-79.553581,rural,Fuera de casco urbano INEI,,,,,,
50207,PIURA,HUANCABAMBA,SONDOR,-5.452005,-79.372429,rural,Fuera de casco urbano INEI,,,,,,
50208,PIURA,HUANCABAMBA,SONDOR,-5.473282,-79.348819,rural,Fuera de casco urbano INEI,,,,,,
50209,PIURA,HUANCABAMBA,SONDOR,-5.505391,-79.361148,rural,Fuera de casco urbano INEI,,,,,,
50211,PIURA,MORROPON,SANTA CATALINA DE MOSSA,-5.183369,-79.886663,urbano,INEI casco urbano WFS,200408,SANTA CATALINA DE MOSSA,CASCO URBANO,20.9,0.0434,urbano_periferico
50213,PIURA,PIURA,CATACAOS,-5.29121,-80.68746,urbano,INEI casco urbano WFS,200105,CATACAOS,CASCO URBANO,27.42,0.0131,urbano_periferico
50215,PIURA,PIURA,LA UNION,-5.384324,-80.764777,urbano,INEI casco urbano WFS,200110,LA UNION,CASCO URBANO,160.36,0.0891,urbano_periferico
50216,PIURA,PIURA,TAMBO GRANDE,-4.9518,-80.2508,urbano,INEI casco urbano WFS,200114,TAMBO GRANDE,CASCO URBANO,48.5,0.0251,urbano_periferico
50218,PUNO,AZANGARO,MUÑANI,-14.762752,-70.05358,rural,Fuera de casco urbano INEI,,,,,,
50220,PUNO,CARABAYA,CORANI,-13.917485,-70.542168,urbano,INEI casco urbano WFS,210305,CORANI,CASCO URBANO,50.03,0.0846,urbano_periferico
50221,PUNO,CARABAYA,SAN GABAN,-13.2573,-70.33,rural,Fuera de casco urbano INEI,,,,,,
50222,PUNO,CHUCUITO,HUACULLANI,-16.660197,-69.491697,rural,Fuera de casco urbano INEI,,,,,,
50224,PUNO,HUANCANE,INCHUPALLA,-15.0755,-69.7105,rural,Fuera de casco urbano INEI,,,,,,
50226,PUNO,MOHO,MOHO,-15.3052,-69.6349,rural,Fuera de casco urbano INEI,,,,,,
50227,PUNO,MOHO,MOHO,-15.347962,-69.38017,urbano,INEI casco urbano WFS,210901,MOHO,CASCO URBANO,94.46,0.0944,urbano_periferico
50228,PUNO,MOHO,MOHO,-15.2761,-69.4466,urbano,INEI casco urbano WFS,210901,MOHO,CASCO URBANO,89.91,0.0898,urbano_periferico
50232,PUNO,PUNO,PICHACANI,-16.107921,-70.131435,urbano,INEI casco urbano WFS,210111,PICHACANI,CASCO URBANO,62.17,0.0813,urbano_periferico
50233,PUNO,PUNO,PLATERIA,-16.016963,-69.926337,rural,Fuera de casco urbano INEI,,,,,,
50234,PUNO,SANDIA,PATAMBUCO,-14.377527,-69.677563,rural,Fuera de casco urbano INEI,,,,,,
50235,SAN MARTIN,BELLAVISTA,ALTO BIAVO,-7.383606,-76.415579,urbano,INEI casco urbano WFS,220202,ALTO BIAVO,CASCO URBANO,173.27,0.1865,urbano_central
50236,SAN MARTIN,BELLAVISTA,ALTO BIAVO,-7.596279,-76.478292,rural,Fuera de casco urbano INEI,,,,,,
50237,SAN MARTIN,BELLAVISTA,BAJO BIAVO,-7.181532,-76.516737,urbano,INEI casco urbano WFS,220203,BAJO BIAVO,CASCO URBANO,175.38,0.3025,urbano_central
50238,SAN MARTIN,BELLAVISTA,SAN PABLO,-6.818701,-76.576402,urbano,INEI casco urbano WFS,220205,SAN PABLO,CASCO URBANO,195.37,0.1612,urbano_central
50239,SAN MARTIN,EL DORADO,SANTA ROSA,-6.675524,-76.6243,urbano,INEI casco urbano WFS,220304,SANTA ROSA,CASCO URBANO,108.25,0.1666,urbano_central
50240,SAN MARTIN,LAMAS,BARRANQUITA,-6.2202,-76.0004,urbano,INEI casco urbano WFS,220503,BARRANQUITA,CASCO URBANO,107.81,0.1327,urbano_periferico
50241,SAN MARTIN,LAMAS,BARRANQUITA,-6.2928,-76.0133,rural,Fuera de casco urbano INEI,,,,,,
50242,SAN MARTIN,LAMAS,LAMAS,-6.4615,-76.5385,urbano,INEI casco urbano WFS,220501,LAMAS,CASCO URBANO,46.67,0.0369,urbano_periferico
50244,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,-5.8553,-77.2408,urbano,INEI casco urbano WFS,220101,MOYOBAMBA,CASCO URBANO,130.88,0.0541,urbano_periferico
50245,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,-5.929714,-76.94009,rural,Fuera de casco urbano INEI,,,,,,
50246,SAN MARTIN,MOYOBAMBA,JEPELACIO,-6.155602,-76.896583,urbano,INEI casco urbano WFS,220104,JEPELACIO,CASCO URBANO,130.54,0.1443,urbano_periferico
50247,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,-5.952835,-76.915895,urbano,INEI casco urbano WFS,220101,MOYOBAMBA,CASCO URBANO,159.41,0.0659,urbano_periferico
50248,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,-5.8764,-77.1864,urbano,INEI casco urbano WFS,220101,MOYOBAMBA,CASCO URBANO,127.66,0.0527,urbano_periferico
50249,SAN MARTIN,MOYOBAMBA,SORITOR,-6.2168,-77.1174,urbano,INEI casco urbano WFS,220105,SORITOR,CASCO URBANO,108.47,0.0752,urbano_periferico
50250,SAN MARTIN,RIOJA,RIOJA,-6.0078,-77.24944,urbano,INEI casco urbano WFS,220801,RIOJA,CASCO URBANO,148.57,0.089,urbano_periferico
50251,SAN MARTIN,SAN MARTIN,CHAZUTA,-6.610802,-76.148118,urbano,INEI casco urbano WFS,220914,SHAPAJA,CASCO URBANO,168.06,0.2394,urbano_central
50252,SAN MARTIN,SAN MARTIN,CHAZUTA,-6.5728,-76.0927,rural,Fuera de casco urbano INEI,,,,,,
50253,SAN MARTIN,TOCACHE,NUEVO PROGRESO,-8.75102,-76.17862,rural,Fuera de casco urbano INEI,,,,,,
50254,TACNA,TACNA,SAMA,-18.1579,-70.6758,urbano,INEI casco urbano WFS,230109,SAMA,CASCO URBANO,202.17,0.1745,urbano_central
50255,UCAYALI,CORONEL PORTILLO,IPARIA,-9.233153,-74.344135,rural,Fuera de casco urbano INEI,,,,,,
50256,UCAYALI,CORONEL PORTILLO,IPARIA,-9.58883,-74.235185,rural,Fuera de casco urbano INEI,,,,,,
50257,UCAYALI,CORONEL PORTILLO,MASISEA,-8.625935,-74.408293,rural,Fuera de casco urbano INEI,,,,,,
50258,UCAYALI,PADRE ABAD,NESHUYA,-8.715912,-75.00189,rural,Fuera de casco urbano INEI,,,,,,
50445,AMAZONAS,UTCUBAMBA,YAMON,-6.013184,-78.494794,urbano,INEI casco urbano WFS,010707,YAMON,CASCO URBANO,37.87,0.1529,urbano_periferico
50636,LIMA,CAJATAMBO,CAJATAMBO,-10.465531,-77.057305,urbano,INEI casco urbano WFS,150301,CAJATAMBO,CASCO URBANO,50.43,0.0994,urbano_periferico
50771,ANCASH,HUAYLAS,SANTA CRUZ,-8.9662,-77.7974,urbano,INEI casco urbano WFS,021208,SANTA CRUZ,CASCO URBANO,49.62,0.141,urbano_periferico
50860,CAJAMARCA,CAJABAMBA,CACHACHI,-7.654323,-78.182418,rural,Fuera de casco urbano INEI,,,,,,
50889,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,-6.5253,-76.3025,urbano,INEI casco urbano WFS,220909,LA BANDA DE SHILCAYO,CASCO URBANO,141.09,0.0719,urbano_periferico
50944,ANCASH,CARHUAZ,YUNGAR,-9.389121,-77.60777,rural,Fuera de casco urbano INEI,,,,,,
50978,LIMA,LIMA,LURIGANCHO,-11.994818,-76.917506,urbano,INEI casco urbano WFS,150118,LURIGANCHO,CASCO URBANO,1430.79,0.2967,urbano_central
51082,AYACUCHO,HUANTA,UCHURACCAY,-12.826892,-74.110174,rural,Fuera de casco urbano INEI,,,,,,
51140,AYACUCHO,HUAMANGA,OCROS,-13.357657,-73.887181,rural,Fuera de casco urbano INEI,,,,,,
51183,PIURA,PAITA,COLAN,-5.006816,-81.059158,urbano,INEI casco urbano WFS,200504,COLAN,CASCO URBANO,145.31,0.1297,urbano_periferico
51204,HUANUCO,HUANUCO,CHURUBAMBA,-9.8398,-76.1464,rural,Fuera de casco urbano INEI,,,,,,
51258,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,-9.0586,-77.1805,rural,Fuera de casco urbano INEI,,,,,,
51286,CAJAMARCA,CUTERVO,SANTO TOMAS,-6.179373,-78.703585,rural,Fuera de casco urbano INEI,,,,,,
51325,ANCASH,CARHUAZ,SHILLA,-9.22796,-77.616205,rural,Fuera de casco urbano INEI,,,,,,
51462,ANCASH,BOLOGNESI,TICLLOS,-10.22125,-77.180243,urbano,INEI casco urbano WFS,020515,TICLLOS,CASCO URBANO,54.97,0.1602,urbano_periferico
51470,ANCASH,HUARI,SAN PEDRO DE CHANA,-9.47987,-77.012977,rural,Fuera de casco urbano INEI,,,,,,
51487,ANCASH,CARHUAZ,SHILLA,-9.220931,-77.613865,rural,Fuera de casco urbano INEI,,,,,,
51488,ANCASH,HUARI,SAN PEDRO DE CHANA,-9.435203,-77.019595,urbano,INEI casco urbano WFS,021015,SAN PEDRO DE CHANA,CASCO URBANO,164.59,0.3923,urbano_central
51508,LIMA,CAJATAMBO,HUANCAPON,-10.497053,-77.055768,urbano,INEI casco urbano WFS,150304,HUANCAPON,CASCO URBANO,45.51,0.1073,urbano_periferico
51528,ANCASH,SIHUAS,CHINGALPO,-8.36375,-77.6613,rural,Fuera de casco urbano INEI,,,,,,
51572,LAMBAYEQUE,LAMBAYEQUE,OLMOS,-5.90193,-79.801818,rural,Fuera de casco urbano INEI,,,,,,
51656,SAN MARTIN,MOYOBAMBA,JEPELACIO,-6.221558,-76.820551,urbano,INEI casco urbano WFS,220104,JEPELACIO,CASCO URBANO,48.41,0.0535,urbano_periferico
51773,LIMA,CAÑETE,NUEVO IMPERIAL,-13.092132,-76.322528,urbano,INEI casco urbano WFS,150510,NUEVO IMPERIAL,CASCO URBANO,106.63,0.0588,urbano_periferico
51832,PIURA,MORROPON,YAMANGO,-5.172681,-79.780262,urbano,INEI casco urbano WFS,200410,YAMANGO,CASCO URBANO,23.9,0.05,urbano_periferico
51833,UCAYALI,ATALAYA,RAIMONDI,-10.75903,-74.21963,urbano,INEI casco urbano WFS,250201,RAIMONDI,CASCO URBANO,315.69,0.183,urbano_central
51917,ANCASH,SIHUAS,RAGASH,-8.429093,-77.68616,rural,Fuera de casco urbano INEI,,,,,,
51926,HUANUCO,HUAMALIES,PUÑOS,-9.5359,-76.90578,rural,Fuera de casco urbano INEI,,,,,,
51932,LA LIBERTAD,ASCOPE,CASA GRANDE,-7.6564,-79.2404,urbano,INEI casco urbano WFS,130208,CASA GRANDE,CASCO URBANO,173.83,0.1495,urbano_periferico
51984,AYACUCHO,HUAMANGA,VINCHOS,-13.2087,-74.4094,rural,Fuera de casco urbano INEI,,,,,,
52008,CUSCO,PARURO,CCAPI,-13.869282,-71.949318,rural,Fuera de casco urbano INEI,,,,,,
52011,MOQUEGUA,GENERAL SANCHEZ CERRO,CHOJATA,-16.377626,-70.729122,rural,Fuera de casco urbano INEI,,,,,,
52012,LA LIBERTAD,OTUZCO,AGALLPAMPA,-7.995785,-78.502934,urbano,INEI casco urbano WFS,130602,AGALLPAMPA,CASCO URBANO,53.02,0.0948,urbano_periferico
52050,LA LIBERTAD,ASCOPE,CASA GRANDE,-7.765068,-79.148162,urbano,INEI casco urbano WFS,130208,CASA GRANDE,CASCO URBANO,291.13,0.2504,urbano_central
52057,AREQUIPA,CASTILLA,CHACHAS,-14.90096,-72.02528,rural,Fuera de casco urbano INEI,,,,,,
52115,ANCASH,HUARAZ,PARIACOTO,-9.5173,-77.770552,rural,Fuera de casco urbano INEI,,,,,,
52121,LAMBAYEQUE,CHICLAYO,MONSEFU,-6.83316,-79.79866,rural,Fuera de casco urbano INEI,,,,,,
52133,ANCASH,HUAYLAS,PUEBLO LIBRE,-9.191227,-77.805003,rural,Fuera de casco urbano INEI,,,,,,
52176,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,-7.128323,-78.505636,rural,Fuera de casco urbano INEI,,,,,,
52183,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,-6.594431,-79.876593,rural,Fuera de casco urbano INEI,,,,,,
52220,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,-9.8943,-76.1558,rural,Fuera de casco urbano INEI,,,,,,
52239,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,-9.07961,-77.28555,urbano,INEI casco urbano WFS,020701,SAN LUIS,CASCO URBANO,108.7,0.1478,urbano_periferico
52240,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,-8.963,-77.2386,urbano,INEI casco urbano WFS,020703,YAUYA,CASCO URBANO,57.57,0.1086,urbano_periferico
52248,CAJAMARCA,SAN IGNACIO,HUARANGO,-5.28518,-78.807061,urbano,INEI casco urbano WFS,060903,HUARANGO,CASCO URBANO,223.24,0.325,urbano_central
52251,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,-5.109274,-78.939674,urbano,INEI casco urbano WFS,060906,SAN JOSE DE LOURDES,CASCO URBANO,33.56,0.0669,urbano_periferico
52256,CAJAMARCA,HUALGAYOC,BAMBAMARCA,-6.766607,-78.480574,urbano,INEI casco urbano WFS,060701,BAMBAMARCA,CASCO URBANO,192.89,0.1621,urbano_central
52285,CAJAMARCA,CAJABAMBA,SITACOCHA,-7.362749,-77.898397,rural,Fuera de casco urbano INEI,,,,,,
52350,CAJAMARCA,JAEN,BELLAVISTA,-5.5522,-78.8976,rural,Fuera de casco urbano INEI,,,,,,
52474,PIURA,HUANCABAMBA,HUARMACA,-5.570753,-79.704439,rural,Fuera de casco urbano INEI,,,,,,
52475,PIURA,HUANCABAMBA,SONDORILLO,-5.330902,-79.481673,rural,Fuera de casco urbano INEI,,,,,,
52494,AREQUIPA,CAMANA,SAMUEL PASTOR,-16.6043,-72.7018,urbano,INEI casco urbano WFS,040208,SAMUEL PASTOR,CASCO URBANO,102.49,0.0642,urbano_periferico
52508,AMAZONAS,UTCUBAMBA,CAJARURO,-5.690722,-78.374576,urbano,INEI casco urbano WFS,010702,CAJARURO,CASCO URBANO,86.3,0.0876,urbano_periferico
52565,CAJAMARCA,CELENDIN,HUASMIN,-6.794361,-78.293052,urbano,INEI casco urbano WFS,060304,HUASMIN,CASCO URBANO,137.27,0.3214,urbano_central
52584,AYACUCHO,HUANTA,UCHURACCAY,-12.732961,-74.127186,rural,Fuera de casco urbano INEI,,,,,,
52609,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,-9.4951,-75.952446,urbano,INEI casco urbano WFS,100606,MARIANO DAMASO BERAUN,CASCO URBANO,82.96,0.1028,urbano_periferico
52658,CAJAMARCA,CUTERVO,QUEROCOTILLO,-6.208427,-78.991414,urbano,INEI casco urbano WFS,060607,QUEROCOTILLO,CASCO URBANO,36.88,0.0976,urbano_periferico
52835,LA LIBERTAD,BOLIVAR,LONGOTEA,-6.99481,-77.93546,urbano,INEI casco urbano WFS,130304,LONGOTEA,CASCO URBANO,153.95,0.3379,urbano_central
53150,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,-6.56701,-77.37962,rural,Fuera de casco urbano INEI,,,,,,
53177,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,-8.96982,-77.256495,rural,Fuera de casco urbano INEI,,,,,,
53179,ANCASH,OCROS,COCHAS,-10.757051,-77.560583,urbano,INEI casco urbano WFS,021405,COCHAS,CASCO URBANO,52.26,0.1767,urbano_periferico
53181,ANCASH,POMABAMBA,PAROBAMBA,-8.635316,-77.468145,rural,Fuera de casco urbano INEI,,,,,,
53251,CAJAMARCA,CUTERVO,CUTERVO,-6.280894,-78.957969,rural,Fuera de casco urbano INEI,,,,,,
53254,CAJAMARCA,CAJAMARCA,CAJAMARCA,-7.069313,-78.553041,rural,Fuera de casco urbano INEI,,,,,,
53255,CAJAMARCA,CAJAMARCA,CAJAMARCA,-7.10525,-78.553721,rural,Fuera de casco urbano INEI,,,,,,
53261,CAJAMARCA,CELENDIN,SOROCHUCO,-6.987764,-78.271327,rural,Fuera de casco urbano INEI,,,,,,
53270,AREQUIPA,CARAVELI,BELLA UNION,-15.625617,-74.640083,rural,Fuera de casco urbano INEI,,,,,,
53274,CAJAMARCA,CAJAMARCA,ENCAÑADA,-6.999517,-78.358699,rural,Fuera de casco urbano INEI,,,,,,
53277,CAJAMARCA,CAJAMARCA,ENCAÑADA,-6.991615,-78.373233,rural,Fuera de casco urbano INEI,,,,,,
53278,CAJAMARCA,HUALGAYOC,BAMBAMARCA,-6.644595,-78.549751,rural,Fuera de casco urbano INEI,,,,,,
53279,PUNO,CARABAYA,AYAPATA,-13.172084,-70.384779,rural,Fuera de casco urbano INEI,,,,,,
53287,CUSCO,PARURO,HUANOQUITE,-13.7444,-72.0892,rural,Fuera de casco urbano INEI,,,,,,
53288,CUSCO,CHUMBIVILCAS,LIVITACA,-14.1668,-71.5798,rural,Fuera de casco urbano INEI,,,,,,
53290,CUSCO,CANAS,CHECCA,-14.522,-71.3854,rural,Fuera de casco urbano INEI,,,,,,
53293,HUANCAVELICA,CHURCAMPA,COSME,-12.593369,-74.656597,rural,Fuera de casco urbano INEI,,,,,,
53304,HUANCAVELICA,HUANCAVELICA,HUANDO,-12.617315,-75.024077,rural,Fuera de casco urbano INEI,,,,,,
53306,CUSCO,CHUMBIVILCAS,CHAMACA,-14.341103,-71.869842,rural,Fuera de casco urbano INEI,,,,,,
53307,HUANUCO,MARAÑON,CHOLON,-8.6775,-77.039,rural,Fuera de casco urbano INEI,,,,,,
53308,HUANUCO,DOS DE MAYO,CHUQUIS,-9.631289,-76.710516,urbano,INEI casco urbano WFS,100307,CHUQUIS,CASCO URBANO,24.95,0.0591,urbano_periferico
53320,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,-5.85721,-78.4963,urbano,INEI casco urbano WFS,010701,BAGUA GRANDE,CASCO URBANO,27.32,0.0146,urbano_periferico
53321,LAMBAYEQUE,LAMBAYEQUE,SALAS,-6.03445,-79.48085,rural,Fuera de casco urbano INEI,,,,,,
53328,ANCASH,HUARI,SAN MARCOS,-9.64822,-77.186336,rural,Fuera de casco urbano INEI,,,,,,
53329,ANCASH,HUAYLAS,PAMPAROMAS,-9.2117,-77.9645,rural,Fuera de casco urbano INEI,,,,,,
53330,CAJAMARCA,CAJAMARCA,COSPAN,-7.543705,-78.486115,rural,Fuera de casco urbano INEI,,,,,,
53331,CAJAMARCA,CAJAMARCA,ENCAÑADA,-6.865187,-78.525855,rural,Fuera de casco urbano INEI,,,,,,
53332,CAJAMARCA,CAJAMARCA,ASUNCION,-7.343359,-78.56004,rural,Fuera de casco urbano INEI,,,,,,
53333,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,-7.31958,-78.176455,rural,Fuera de casco urbano INEI,,,,,,
53334,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,-7.331759,-78.248862,rural,Fuera de casco urbano INEI,,,,,,
53335,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,-7.320977,-78.093055,rural,Fuera de casco urbano INEI,,,,,,
53336,CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,-7.338153,-78.017721,rural,Fuera de casco urbano INEI,,,,,,
53337,CAJAMARCA,CAJAMARCA,ASUNCION,-7.354738,-78.537282,rural,Fuera de casco urbano INEI,,,,,,
53340,AREQUIPA,CARAVELI,CAHUACHO,-15.499826,-73.613476,rural,Fuera de casco urbano INEI,,,,,,
53342,CAJAMARCA,CAJAMARCA,NAMORA,-7.17465,-78.272893,rural,Fuera de casco urbano INEI,,,,,,
53343,CAJAMARCA,CAJAMARCA,CAJAMARCA,-7.074645,-78.589344,rural,Fuera de casco urbano INEI,,,,,,
53344,CAJAMARCA,CAJAMARCA,CAJAMARCA,-7.091933,-78.521946,rural,Fuera de casco urbano INEI,,,,,,
53345,AREQUIPA,CAYLLOMA,TISCO,-15.181777,-71.520968,rural,Fuera de casco urbano INEI,,,,,,
53348,CAJAMARCA,HUALGAYOC,BAMBAMARCA,-6.882658,-78.440331,rural,Fuera de casco urbano INEI,,,,,,
53349,CAJAMARCA,HUALGAYOC,BAMBAMARCA,-6.879757,-78.417758,rural,Fuera de casco urbano INEI,,,,,,
53351,SAN MARTIN,EL DORADO,SAN JOSE DE SISA,-6.6131,-76.7292,urbano,INEI casco urbano WFS,220301,SAN JOSE DE SISA,CASCO URBANO,143.7,0.117,urbano_periferico
53352,SAN MARTIN,EL DORADO,SANTA ROSA,-6.736739,-76.594705,rural,Fuera de casco urbano INEI,,,,,,
53353,SAN MARTIN,LAMAS,ZAPATERO,-6.5868,-76.5334,urbano,INEI casco urbano WFS,220511,ZAPATERO,CASCO URBANO,66.61,0.1089,urbano_periferico
53356,JUNIN,YAULI,LA OROYA,-11.580227,-75.958443,urbano,INEI casco urbano WFS,120801,LA OROYA,CASCO URBANO,20.3,0.0185,urbano_periferico
53357,MADRE DE DIOS,TAHUAMANU,IBERIA,-11.3318,-69.6187,rural,Fuera de casco urbano INEI,,,,,,
53358,JUNIN,HUANCAYO,HUAYUCACHI,-12.12248,-75.21542,urbano,INEI casco urbano WFS,120121,HUAYUCACHI,CASCO URBANO,334.91,0.2296,urbano_central
53362,CAJAMARCA,SAN IGNACIO,TABACONAS,-5.31169,-79.10371,rural,Fuera de casco urbano INEI,,,,,,
53363,CAJAMARCA,CELENDIN,HUASMIN,-6.750465,-78.332513,rural,Fuera de casco urbano INEI,,,,,,
53365,AREQUIPA,LA UNION,PUYCA,-14.950716,-72.716951,rural,Fuera de casco urbano INEI,,,,,,
53366,CAJAMARCA,SAN IGNACIO,CHIRINOS,-5.441008,-78.833348,rural,Fuera de casco urbano INEI,,,,,,
53370,HUANUCO,AMBO,COLPAS,-10.2513,-76.4315,urbano,INEI casco urbano WFS,100203,COLPAS,CASCO URBANO,45.71,0.1522,urbano_periferico
53373,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,-12.511522,-68.777216,rural,Fuera de casco urbano INEI,,,,,,
53375,JUNIN,CHANCHAMAYO,PERENE,-10.89165,-75.164599,rural,Fuera de casco urbano INEI,,,,,,
53376,JUNIN,CHANCHAMAYO,PERENE,-10.89165,-75.164599,rural,Fuera de casco urbano INEI,,,,,,
53384,JUNIN,CHANCHAMAYO,PERENE,-10.985005,-74.973474,rural,Fuera de casco urbano INEI,,,,,,
53391,APURIMAC,COTABAMBAS,HAQUIRA,-14.259247,-72.190491,rural,Fuera de casco urbano INEI,,,,,,
53393,JUNIN,SATIPO,PAMPA HERMOSA,-11.317983,-74.755217,rural,Fuera de casco urbano INEI,,,,,,
53394,CUSCO,LA CONVENCION,OCOBAMBA,-12.674519,-72.393695,rural,Fuera de casco urbano INEI,,,,,,
53396,JUNIN,HUANCAYO,SAPALLANGA,-12.1368,-75.18318,urbano,INEI casco urbano WFS,120133,SAPALLANGA,CASCO URBANO,203.47,0.1038,urbano_periferico
53397,LAMBAYEQUE,FERREÑAFE,INCAHUASI,-6.209507,-79.331408,rural,Fuera de casco urbano INEI,,,,,,
53398,JUNIN,HUANCAYO,SAPALLANGA,-12.12197,-75.19662,urbano,INEI casco urbano WFS,120119,HUANCAN,CASCO URBANO,268.36,0.1499,urbano_periferico
53399,PUNO,HUANCANE,PUSI,-15.419209,-69.999633,rural,Fuera de casco urbano INEI,,,,,,
